category_code,brand,views,carts,purchases,view_to_cart_rate,cart_to_purchase_rate,overall_conversion_rate,min_price,max_price,avg_price
appliances.kitchen.kettle,dewalt,4,0,0,0,,0,257.39,450.46,397.7942857
appliances.kitchen.kettle,edifier,4,0,0,0,,0,30.61,246.16,205.8585714
appliances.kitchen.meat_grinder,bochetti,4,0,0,0,,0,64.09,92.67,70.52666667
appliances.kitchen.mixer,centek,4,1,0,0.25,0,0,12.66,26.08,21.215
appliances.kitchen.mixer,galaxy,4,0,0,0,,0,11.04,79.77,45.47
appliances.kitchen.oven,Unknown,4,0,0,0,,0,72.05,189.19,94.75
appliances.kitchen.oven,smeg,4,0,0,0,,0,199.37,887.26,607.946
appliances.kitchen.refrigerators,hansa,4,0,0,0,,0,182.73,514.79,317.0133333
appliances.kitchen.refrigerators,xing,4,0,0,0,,0,166.36,192.51,175.0766667
appliances.kitchen.toster,author,4,1,0,0.25,0,0,195.37,771.96,468.5247059
appliances.kitchen.toster,cannondale,4,0,0,0,,0,401.3,1106.59,574.08375
appliances.kitchen.toster,dk,4,0,0,0,,0,101.68,385.85,250.32875
appliances.kitchen.toster,gt,4,0,0,0,,0,308.63,746.22,383.6464286
appliances.kitchen.toster,hoco,4,0,0,0,,0,15.42,30.98,18.01333333
appliances.kitchen.toster,polaris,4,0,0,0,,0,11.56,30.86,15.9675
appliances.kitchen.toster,samsung,4,0,0,0,,0,84.92,84.92,84.92
appliances.kitchen.toster,trinx,4,2,0,0.5,0,0,162.17,176.32,169.8881818
appliances.kitchen.toster,vitek,4,0,0,0,,0,17.99,20.57,19.538
appliances.personal.hair_cutter,galaxy,4,0,0,0,,0,10.53,25.19,16.134
appliances.personal.hair_cutter,remington,4,0,0,0,,0,11.81,33.44,27.29
appliances.personal.hair_cutter,rowenta,4,2,2,0.5,1,0.5,19.28,23.14,22.03714286
appliances.personal.massager,bq,4,0,0,0,,0,106.8,132.56,119.68
appliances.personal.massager,elenberg,4,0,0,0,,0,77.2,77.2,77.2
appliances.personal.massager,gefest,4,0,0,0,,0,44.17,151.48,85.46375
appliances.personal.massager,homy,4,0,0,0,,0,37.32,37.32,37.32
appliances.personal.massager,huntkey,4,0,0,0,,0,179.03,262.04,219.544
appliances.personal.massager,kronasteel,4,0,0,0,,0,66.67,121.24,93.375
appliances.sewing_machine,Unknown,4,0,0,0,,0,42.21,429.61,185.845
appliances.sewing_machine,singer,4,0,0,0,,0,103.07,225.82,160.6457143
auto.accessories.radar,hoco,4,0,0,0,,0,28.29,28.29,28.29
auto.accessories.videoregister,Unknown,4,0,1,0,,0.25,75.68,675.67,326.95
auto.accessories.videoregister,jkexer,4,0,0,0,,0,476.2,476.2,476.2
auto.accessories.winch,bielita,4,0,0,0,,0,2.29,2.29,2.29
auto.accessories.winch,kirkland,4,0,1,0,,0.25,10.04,51.15,36.575
computers.components.cooler,galaxy,4,0,0,0,,0,37.04,61.75,45.27777778
computers.components.cooler,kitfort,4,0,0,0,,0,48.88,181.6,78.2
computers.components.cooler,now,4,0,0,0,,0,5.02,22.01,15.51
computers.components.cooler,scarlett,4,0,0,0,,0,46.31,90.02,57.574
computers.components.motherboard,Unknown,4,0,0,0,,0,29.53,2393.88,551.504
computers.components.power_supply,cougar,4,0,0,0,,0,50.45,104.65,71.01
computers.components.power_supply,xiaomi,4,0,0,0,,0,20.34,30.42,24.145
computers.desktop,acer,4,0,0,0,,0,463.31,1183.3,1063.301667
computers.desktop,calorie,4,0,0,0,,0,17.9,49,36.21714286
computers.desktop,huile,4,0,0,0,,0,6.41,36.01,19.184
computers.desktop,infantino,4,0,0,0,,0,35.78,35.78,35.78
computers.desktop,mutant,4,0,0,0,,0,69.37,69.37,69.37
computers.desktop,rubiks,4,0,0,0,,0,4.09,27.16,18.87
computers.notebook,lenovo,4,0,0,0,,0,617.75,1131.82,786.6628571
computers.peripherals.camera,jb,4,0,0,0,,0,7.18,10.27,8.567692308
computers.peripherals.mouse,bresser,4,0,0,0,,0,43.39,315.09,158.1566667
computers.peripherals.mouse,canon,4,0,0,0,,0,381.78,1717.72,1310.162222
computers.peripherals.printer,favory,4,0,0,0,,0,681.64,1632.32,1129.595556
construction.components.faucet,teosa,4,0,0,0,,0,10.04,28.31,19.8025
construction.tools.drill,salamander,4,0,0,0,,0,115.58,115.58,115.58
construction.tools.generator,inhouse,4,1,0,0.25,0,0,9.76,25.71,11.8025
construction.tools.generator,scovo,4,0,0,0,,0,11.02,20.64,13.23
construction.tools.light,alteco,4,0,0,0,,0,39.64,233.47,140.05375
construction.tools.light,cersanit,4,0,0,0,,0,67.53,162.03,111.2863636
construction.tools.light,coleman,4,0,0,0,,0,308.86,720.71,570.5588889
construction.tools.light,naturehike,4,0,0,0,,0,143.63,471.57,207.40375
construction.tools.pump,luxvisage,4,0,0,0,,0,2.06,2.06,2.06
construction.tools.saw,alteco,4,0,0,0,,0,60.36,63.35,61.35666667
construction.tools.saw,eurolux,4,1,0,0.25,0,0,65,68.21,66.926
construction.tools.saw,metabo,4,0,0,0,,0,256.26,1070.24,612.5971429
construction.tools.saw,xiaomi,4,0,0,0,,0,40.99,51.46,49.366
construction.tools.welding,defacto,4,0,0,0,,0,4.35,5.12,4.812
construction.tools.welding,fubag,4,1,0,0.25,0,0,80.52,479.94,131.4737037
construction.tools.welding,kitfort,4,0,0,0,,0,32.53,123.53,80.17571429
country_yard.cultivator,Unknown,4,0,0,0,,0,81.08,98.84,92.535
country_yard.cultivator,catunltd,4,0,0,0,,0,69.24,89.32,79.692
electronics.audio.acoustic,aria,4,0,0,0,,0,90.09,314.04,151.654
electronics.audio.microphone,crown,4,0,1,0,,0.25,67.44,84.92,83.118
electronics.audio.microphone,p.i.t.,4,0,0,0,,0,36.98,73.23,48.55833333
electronics.audio.music_tools.piano,myprotein,4,0,0,0,,0,17.4,100.22,38.288
electronics.audio.subwoofer,boyscout,4,1,0,0.25,0,0,1.78,38.35,7.341
electronics.audio.subwoofer,grillver,4,1,0,0.25,0,0,122.37,184.05,130.7275
electronics.camera.photo,bosch,4,0,0,0,,0,33.44,82.34,44.65214286
electronics.camera.photo,dirkje,4,0,0,0,,0,33.46,33.46,33.46
electronics.camera.video,jinga,4,0,0,0,,0,8.73,23.9,14.9
electronics.clocks,citizen,4,0,0,0,,0,136.43,635.8,349.5275
electronics.clocks,cover,4,0,0,0,,0,190.48,383.79,323.6144444
electronics.clocks,dkny,4,0,0,0,,0,146.21,180.18,161.3077778
electronics.clocks,haier,4,0,0,0,,0,77.2,102.94,88.89909091
electronics.clocks,mijia,4,0,0,0,,0,69.24,69.24,69.24
electronics.clocks,polar,4,0,0,0,,0,251.36,668.7,435.242
electronics.clocks,teploross,4,0,0,0,,0,84.94,123.56,111.705
electronics.video.tv,prology,4,0,0,0,,0,36.04,182.76,153.416
furniture.bathroom.bath,trollbeads,4,0,0,0,,0,39.82,60.23,46.34666667
furniture.bedroom.bed,exide,4,0,0,0,,0,55.6,144.15,107.7575
furniture.bedroom.bed,genesis,4,1,0,0.25,0,0,41.19,41.19,41.19
furniture.bedroom.bed,mebelson,4,0,0,0,,0,168.83,231.13,200.65
furniture.bedroom.blanket,hotpoint-ariston,4,0,0,0,,0,66.62,72.05,70.964
furniture.bedroom.blanket,polaris,4,0,0,0,,0,61.26,66.9,63.14
furniture.kitchen.chair,continent,4,0,0,0,,0,4.09,7.7,7.072857143
furniture.kitchen.chair,hoco,4,1,0,0.25,0,0,25.71,28.29,26.28333333
furniture.kitchen.chair,tramontina,4,0,0,0,,0,4.56,31.33,16.01222222
furniture.kitchen.table,brateck,4,0,0,0,,0,4.81,844.75,111.14
furniture.kitchen.table,lenovo,4,0,0,0,,0,13.93,28.06,16.285
furniture.kitchen.table,redragon,4,0,0,0,,0,21.85,48.14,39.38
furniture.kitchen.table,steelseries,4,0,0,0,,0,54.03,133.83,82.295
furniture.living_room.cabinet,smile,4,0,0,0,,0,18.73,18.73,18.73
furniture.living_room.chair,waterpik,4,0,0,0,,0,150.99,179.25,165.12
furniture.living_room.sofa,asm,4,0,0,0,,0,540.3,540.3,540.3
furniture.living_room.sofa,imperial,4,0,0,0,,0,771.96,771.96,771.96
furniture.living_room.sofa,missha,4,0,0,0,,0,16.09,22.39,18.93909091
furniture.living_room.sofa,vichy,4,0,0,0,,0,11.58,15.14,14.0375
kids.skates,anex,4,0,0,0,,0,334.11,687.28,462.66
kids.skates,bafang,4,0,0,0,,0,1509.96,1509.96,1509.96
kids.skates,shenma,4,0,0,0,,0,86.23,241.7,135.71
kids.toys,playmates,4,0,0,0,,0,30.09,75.8,41.5175
kids.toys,strobbs,4,0,0,0,,0,46.08,48.39,47.928
sport.bicycle,acme,4,2,1,0.5,0.5,0.25,23.14,28.06,24.95263158
sport.bicycle,awei,4,0,0,0,,0,13.17,17.63,15.226
sport.bicycle,beats,4,0,0,0,,0,23.14,549.8,280.935
sport.bicycle,erkaplan,4,0,0,0,,0,157.66,310.18,228.476
sport.bicycle,jabra,4,0,0,0,,0,15.42,205.9,152.36
sport.bicycle,kingston,4,0,0,0,,0,45.84,102.44,75.224
sport.bicycle,marshall,4,0,0,0,,0,64.33,133.59,84.45333333
sport.bicycle,olmio,4,1,0,0.25,0,0,7.39,35.25,19.77222222
sport.bicycle,pablosky,4,0,0,0,,0,39.13,66.93,56.74
sport.bicycle,parklon,4,0,0,0,,0,56.63,56.63,56.63
sport.bicycle,redragon,4,0,0,0,,0,14.65,27.8,23.718
sport.bicycle,sennheiser,4,0,0,0,,0,6.92,210.04,95.17083333
sport.bicycle,sven,4,0,0,0,,0,6.41,35.78,21.56142857
sport.ski,acer,4,0,0,0,,0,25.71,84.92,35.68625
sport.ski,polaris,4,0,0,0,,0,45.02,360.11,113.755
sport.trainer,bestway,4,0,0,0,,0,63.44,63.44,63.44
sport.trainer,canon,4,0,0,0,,0,602.31,2233,1409.25
sport.trainer,cougar,4,0,0,0,,0,38.17,277.9,94.76428571
sport.trainer,dewalt,4,0,0,0,,0,42.27,472.34,116.82
sport.trainer,oma,4,1,0,0.25,0,0,432.44,592.04,484.06
sport.trainer,osram,4,0,0,0,,0,2.57,66.93,29.19
Unknown,almacom,3,0,0,0,,0,49.94,67.48,54.325
Unknown,amarobaby,3,0,0,0,,0,27.54,115.83,52.895
Unknown,ats,3,0,0,0,,0,741.33,1420.89,988.4433333
Unknown,baden,3,0,0,0,,0,46.08,89.84,60.2375
Unknown,berlinger,3,0,0,0,,0,54.62,165.51,134.3
Unknown,beyond,3,0,0,0,,0,14.16,19.31,17.59333333
Unknown,chicco,3,0,0,0,,0,28.98,146.28,104.658
Unknown,daewoo,3,0,0,0,,0,484.27,2498.29,987.775
Unknown,deko,3,0,0,0,,0,102.71,102.71,102.71
Unknown,denzel,3,0,0,0,,0,71.81,91.82,81.815
Unknown,ersport,3,0,0,0,,0,680.82,680.82,680.82
Unknown,firestone,3,0,0,0,,0,272.34,367.06,331.7966667
Unknown,gislaved,3,1,0,0.3333,0,0,41.7,132.82,97.712
Unknown,iddis,3,0,0,0,,0,9.01,13.13,10.38333333
Unknown,jasic,3,0,0,0,,0,368.53,872.19,460.4633333
Unknown,joko,3,1,0,0.3333,0,0,16.58,17.74,17.45
Unknown,kaemingk,3,0,0,0,,0,50.78,437.25,308.4266667
Unknown,keter,3,0,0,0,,0,54.05,234.24,147.08
Unknown,kukmara,3,0,0,0,,0,46.31,73.07,62.366
Unknown,kumho,3,0,0,0,,0,46.33,84.94,62.546
Unknown,laston,3,0,0,0,,0,49.86,214.69,76.512
Unknown,meade,3,1,0,0.3333,0,0,306.31,891.73,358.19625
Unknown,metabo,3,0,0,0,,0,78.38,779.44,295.2177778
Unknown,mirax,3,0,0,0,,0,36.89,36.89,36.89
Unknown,motorguide,3,0,0,0,,0,240.93,254.83,245.5633333
Unknown,mutant,3,0,0,0,,0,21.49,56.5,44.2075
Unknown,nz,3,0,0,0,,0,175.04,244.02,198.0333333
Unknown,orion,3,0,0,0,,0,34.55,60.49,50.85454545
Unknown,peterhof,3,0,1,0,,0.3333,70.76,70.76,70.76
Unknown,plitex,3,0,0,0,,0,23.79,59.42,34.638
Unknown,pro-ject,3,0,0,0,,0,278.27,302.55,296.48
Unknown,qiangchi,3,0,0,0,,0,43.24,115.32,103.2777778
Unknown,ravenol,3,0,0,0,,0,6.44,34.75,21.62333333
Unknown,rinnai,3,0,0,0,,0,783.4,913.79,821.568
Unknown,ves,3,0,0,0,,0,4.88,39.64,21.32
Unknown,yamaha,3,0,0,0,,0,355.22,1853.3,665.93
accessories.bag,clariss,3,0,0,0,,0,5.66,64.35,25.74
accessories.bag,colourpop,3,0,0,0,,0,29.6,39.9,35.554375
accessories.bag,dirkje,3,0,0,0,,0,23.94,45.56,32.794
accessories.bag,granhel,3,0,0,0,,0,34.75,54.31,42.81333333
accessories.bag,intex,3,0,0,0,,0,15.44,34.75,21.075
accessories.bag,lara,3,0,0,0,,0,10.91,35.82,25.41166667
accessories.bag,metrot,3,0,0,0,,0,35.14,54.11,49.56230769
accessories.bag,nitecore,3,0,0,0,,0,88.27,88.27,88.27
accessories.bag,verloni,3,0,0,0,,0,11.56,23.14,16.70666667
accessories.umbrella,kabrita,3,0,0,0,,0,2.45,5.66,4.898333333
accessories.umbrella,parkmaster,3,0,0,0,,0,33.46,124.84,94.87
accessories.wallet,navitel,3,0,0,0,,0,46.31,102.94,67.90222222
accessories.wallet,swat,3,0,0,0,,0,41.19,41.19,41.19
accessories.wallet,xiaomi,3,0,0,0,,0,46.31,90.09,61.68333333
apparel.costume,brw,3,0,0,0,,0,48.14,71.82,63.92666667
apparel.costume,fubag,3,0,0,0,,0,180.96,1406.01,670.98
apparel.costume,lumene,3,0,0,0,,0,14.39,19.05,15.555
apparel.costume,milavitsa,3,0,0,0,,0,59.01,68.53,65.35666667
apparel.costume,philips,3,0,0,0,,0,15.59,15.59,15.59
apparel.glove,harley-davidson,3,0,0,0,,0,178.9,306.31,234.24
apparel.glove,scorpion,3,0,0,0,,0,215.45,328.45,271.95
apparel.jeans,nutrex,3,0,0,0,,0,27.16,37.32,33.93333333
apparel.jumper,Unknown,3,0,0,0,,0,8.24,199.44,56.70833333
apparel.jumper,bosch,3,0,0,0,,0,36.74,56.62,52.644
apparel.pajamas,defacto,3,1,0,0.3333,0,0,4.09,17.99,9.178666667
apparel.scarf,daesung,3,0,0,0,,0,38.7,38.7,38.7
apparel.scarf,delux,3,0,0,0,,0,7.4,21.85,17.03333333
apparel.scarf,fabretti,3,0,0,0,,0,17.76,26.77,24.71
apparel.scarf,razer,3,0,0,0,,0,46.08,168.6,93.95
apparel.scarf,sega,3,0,0,0,,0,48.88,51.46,50.6
apparel.scarf,sven,3,0,0,0,,0,7.46,59.89,23.631
apparel.shirt,calligrata,3,0,0,0,,0,38.97,56.99,43.475
apparel.shirt,greyder,3,0,0,0,,0,87.52,87.52,87.52
apparel.shirt,perilla,3,0,0,0,,0,15.42,60.49,30.2275
apparel.shirt,remington,3,0,0,0,,0,61.11,61.11,61.11
apparel.shirt,tosato,3,0,0,0,,0,486.5,486.5,486.5
apparel.shoes,alpina,3,0,0,0,,0,92.67,124.07,113.6033333
apparel.shoes,alterna,3,0,0,0,,0,41.98,91.41,61.26
apparel.shoes,berghoff,3,0,0,0,,0,16.96,18.76,18.16
apparel.shoes,burgerschuhe,3,0,0,0,,0,57.92,79.02,67.696
apparel.shoes,chicco,3,0,0,0,,0,123.53,302.68,257.8925
apparel.shoes,coty,3,0,1,0,,0.3333,11.84,13.64,12.6025
apparel.shoes,daisy,3,0,0,0,,0,166.5,166.5,166.5
apparel.shoes,dendy,3,0,0,0,,0,51.46,51.46,51.46
apparel.shoes,fitbit,3,0,0,0,,0,180.16,180.16,180.16
apparel.shoes,gimi,3,0,0,0,,0,26.77,62.81,40.95444444
apparel.shoes,guzzini,3,0,0,0,,0,4.89,62.04,38.44
apparel.shoes,higashi,3,0,0,0,,0,74.39,585.09,414.8566667
apparel.shoes,i-baby,3,0,0,0,,0,36.04,38.24,36.77333333
apparel.shoes,jade,3,0,0,0,,0,226.52,226.52,226.52
apparel.shoes,jet,3,0,0,0,,0,36.01,36.01,36.01
apparel.shoes,lara,3,0,0,0,,0,17.09,17.09,17.09
apparel.shoes,pablosky,3,0,0,0,,0,46.59,74.65,56.526
apparel.shoes,romer,3,0,0,0,,0,61.26,61.26,61.26
apparel.shoes,rondell,3,0,0,0,,0,30.86,38.59,37.817
apparel.shoes,ryobi,3,1,0,0.3333,0,0,48.84,207.28,170.735
apparel.shoes,topface,3,0,0,0,,0,1.8,4.76,3.773333333
apparel.shoes,total,3,0,0,0,,0,26.49,26.49,26.49
apparel.shoes,troyka,3,1,0,0.3333,0,0,8.47,8.47,8.47
apparel.shoes.ballet_shoes,Unknown,3,0,0,0,,0,100.28,303.74,167.02
apparel.shoes.ballet_shoes,neoline,3,0,0,0,,0,47.56,94.66,73.972
apparel.shoes.espadrilles,housefit,3,0,0,0,,0,200.79,398.98,248.1983333
apparel.shoes.keds,amefa,3,0,0,0,,0,13.44,123.97,96.3375
apparel.shoes.keds,dauscher,3,0,0,0,,0,28.29,28.29,28.29
apparel.shoes.keds,emsa,3,0,0,0,,0,25.71,93.56,40.24272727
apparel.shoes.keds,fissman,3,0,0,0,,0,7.59,292.16,182.76
apparel.shoes.keds,ivolia,3,1,0,0.3333,0,0,77.2,77.2,77.2
apparel.shoes.keds,kenwood,3,0,0,0,,0,102.94,169.86,156.476
apparel.shoes.keds,koopman,3,0,0,0,,0,32.41,32.41,32.41
apparel.shoes.keds,maribel,3,0,0,0,,0,148.01,148.01,148.01
apparel.shoes.keds,philips,3,0,0,0,,0,139.62,180.11,166.6133333
apparel.shoes.keds,remonte,3,0,0,0,,0,39.64,94.98,77.93
apparel.shoes.keds,stokke,3,0,0,0,,0,61.75,319.13,230.604
apparel.shoes.keds,unit,3,0,0,0,,0,30.01,61.19,42.482
apparel.shoes.moccasins,visavis,3,0,0,0,,0,4.89,5.06,5.003333333
apparel.shoes.sandals,afnan,3,0,0,0,,0,25.07,52.77,44.985
apparel.shoes.sandals,cacharel,3,0,0,0,,0,33.12,54.64,42.34285714
apparel.shoes.sandals,chloe,3,0,0,0,,0,52.34,113,79.51714286
apparel.shoes.sandals,clinique,3,0,0,0,,0,41.62,41.62,41.62
apparel.shoes.sandals,dilis,3,0,0,0,,0,8.75,9.06,8.853333333
apparel.shoes.sandals,gucci,3,1,1,0.3333,1,0.3333,51.21,66.67,54.27571429
apparel.shoes.sandals,guerlain,3,0,0,0,,0,67.4,103.48,91.6425
apparel.shoes.sandals,lalique,3,1,0,0.3333,0,0,43.04,60.02,50.824
apparel.shoes.sandals,montblanc,3,2,1,0.6667,0.5,0.3333,31.27,68.5,44.57857143
apparel.shoes.sandals,nasomatto,3,0,0,0,,0,203.35,211.85,206.1833333
apparel.shoes.sandals,ngk,3,0,0,0,,0,3.09,30.89,15.3475
apparel.shoes.sandals,rieker,3,0,0,0,,0,46.08,71.82,56.71666667
apparel.shoes.slipons,centek,3,0,0,0,,0,51.46,51.46,51.46
apparel.shoes.slipons,crucial,3,0,0,0,,0,22.47,177.59,84.005
apparel.shoes.slipons,geil,3,0,0,0,,0,21.85,42.47,36.19857143
apparel.shoes.slipons,irbis,3,0,0,0,,0,57.63,142.86,95.758
apparel.shoes.slipons,tefal,3,0,0,0,,0,61.52,138.97,90.486
apparel.shoes.slipons,zeppelin,3,0,0,0,,0,6.67,10.42,8.443333333
apparel.shoes.step_ins,beisier,3,0,0,0,,0,47.62,47.62,47.62
apparel.shoes.step_ins,respect,3,0,0,0,,0,30.63,38.35,33.20333333
apparel.shorts,arkade,3,0,0,0,,0,81.6,81.6,81.6
apparel.shorts,microsoft,3,0,0,0,,0,46.31,46.31,46.31
apparel.shorts,x-game,3,0,0,0,,0,6.42,11.19,7.6125
apparel.skirt,tamina,3,0,0,0,,0,257.4,257.4,257.4
apparel.sock,Unknown,3,0,0,0,,0,0,144.41,85.89
apparel.sock,columbia,3,0,0,0,,0,131.25,141.55,138.1166667
apparel.trousers,gerber,3,0,0,0,,0,0.99,1.3,1.165
apparel.trousers,hohner,3,0,0,0,,0,8.49,98.84,40.719
apparel.tshirt,bosch,3,0,0,0,,0,39.63,48.87,42.71
apparel.tshirt,ryobi,3,0,0,0,,0,28.59,210.56,80.22
apparel.tshirt,swat,3,0,0,0,,0,20.59,43.76,36.03666667
apparel.tshirt,terminus,3,0,0,0,,0,59.01,414.84,228.4533333
apparel.underwear,bravo,3,0,0,0,,0,13.26,22.27,20.468
apparel.underwear,burgerschuhe,3,0,0,0,,0,41.16,68.99,56.10666667
apparel.underwear,elysium,3,0,0,0,,0,7.98,21.75,11.65714286
apparel.underwear,fender,3,0,0,0,,0,120.98,2388.22,1547.942
apparel.underwear,kotik,3,1,0,0.3333,0,0,2.32,2.32,2.32
apparel.underwear,kurzweil,3,0,0,0,,0,772.19,2191.56,1149.168889
apparel.underwear,rasch,3,0,0,0,,0,25.23,28.19,25.99666667
apparel.underwear,romer,3,0,0,0,,0,110.43,110.43,110.43
appliances.environment.air_conditioner,bosch,3,0,0,0,,0,30.79,56.27,43.53
appliances.environment.air_conditioner,elenberg,3,1,0,0.3333,0,0,280.42,463.31,353.576
appliances.environment.air_conditioner,huter,3,0,0,0,,0,17.99,94.96,74.554
appliances.environment.air_conditioner,klima,3,0,0,0,,0,257.38,334.55,272.814
appliances.environment.air_conditioner,oasis,3,0,0,0,,0,177.09,187.91,183.582
appliances.environment.air_heater,gainward,3,0,0,0,,0,186.27,845.69,625.8833333
appliances.environment.air_heater,oasis,3,0,0,0,,0,23.14,47.85,28.75058824
appliances.environment.climate,defacto,3,0,0,0,,0,10.27,12.84,11.98333333
appliances.environment.climate,glasman,3,0,0,0,,0,77.2,77.2,77.2
appliances.environment.vacuum,elenberg,3,0,0,0,,0,25.71,46.31,30.86
appliances.environment.vacuum,galaxy,3,0,0,0,,0,44.17,74.96,49.30166667
appliances.environment.vacuum,irobot,3,0,0,0,,0,514.56,752.54,657.348
appliances.environment.vacuum,shivaki,3,0,0,0,,0,69.11,128.7,85.0825
appliances.kitchen.blender,arnica,3,0,0,0,,0,28.83,28.83,28.83
appliances.kitchen.blender,galaxy,3,0,0,0,,0,12.42,32.41,20.23666667
appliances.kitchen.blender,kitfort,3,0,0,0,,0,48.13,87.49,67.81
appliances.kitchen.blender,tefal,3,0,0,0,,0,38.27,38.27,38.27
appliances.kitchen.dishwasher,dauscher,3,0,0,0,,0,280.55,308.86,292.1325
appliances.kitchen.dishwasher,samsung,3,0,0,0,,0,463.31,514.79,489.05
appliances.kitchen.grill,disney,3,0,0,0,,0,6.92,47.62,27.27
appliances.kitchen.grill,hasbro,3,0,0,0,,0,24.71,48.17,37.25
appliances.kitchen.hob,electrolux,3,0,0,0,,0,460.73,828.82,578.435
appliances.kitchen.hob,greta,3,0,0,0,,0,38.35,38.35,38.35
appliances.kitchen.hood,metabo,3,0,0,0,,0,118.35,949.65,643.075
appliances.kitchen.juicer,apacer,3,0,0,0,,0,22.11,115.58,64.4135
appliances.kitchen.kettle,elenberg,3,0,0,0,,0,10.27,20.57,17.995
appliances.kitchen.kettle,genius,3,0,0,0,,0,10.27,25.71,12.60428571
appliances.kitchen.meat_grinder,ergo,3,0,0,0,,0,73.36,97.81,84.376
appliances.kitchen.meat_grinder,legre,3,0,0,0,,0,70.79,70.79,70.79
appliances.kitchen.meat_grinder,native,3,0,0,0,,0,102.94,102.94,102.94
appliances.kitchen.mixer,braun,3,0,0,0,,0,52.42,79.77,70.65333333
appliances.kitchen.mixer,first,3,0,0,0,,0,30.37,43.76,33.34555556
appliances.kitchen.mixer,longway,3,0,0,0,,0,102.71,239.13,158.8214286
appliances.kitchen.mixer,maxwell,3,0,0,0,,0,12.84,15.42,13.485
appliances.kitchen.mixer,next,3,0,0,0,,0,20.57,36.01,32.922
appliances.kitchen.mixer,ninebot,3,0,0,0,,0,347.24,669,546.1657143
appliances.kitchen.mixer,segway,3,0,0,0,,0,423.17,668.97,498.0309091
appliances.kitchen.mixer,smeg,3,0,0,0,,0,498.78,592.01,538.426
appliances.kitchen.mixer,torrent,3,1,0,0.3333,0,0,17.99,25.71,18.58384615
appliances.kitchen.oven,gorenje,3,0,0,0,,0,347.47,347.47,347.47
appliances.kitchen.oven,hotpoint-ariston,3,0,0,0,,0,315.56,593.53,429.275
appliances.kitchen.oven,maxwell,3,0,0,0,,0,51.46,51.46,51.46
appliances.kitchen.oven,midea,3,0,0,0,,0,191.08,299.04,236.72
appliances.kitchen.oven,polaris,3,0,0,0,,0,113.57,113.57,113.57
appliances.kitchen.refrigerators,brw,3,0,0,0,,0,128.45,350.85,192.64
appliances.kitchen.refrigerators,dell,3,0,0,0,,0,513.99,677.24,609
appliances.kitchen.refrigerators,dometic,3,0,0,0,,0,115.4,1407.37,422.606
appliances.kitchen.refrigerators,ezetil,3,0,0,0,,0,87.49,1003.86,426.6988889
appliances.kitchen.refrigerators,kristal,3,0,0,0,,0,169.63,424.72,324.16
appliances.kitchen.refrigerators,oneplus,3,0,0,0,,0,540.55,743.91,676.1233333
appliances.kitchen.refrigerators,smeg,3,0,0,0,,0,502.32,1290.11,774.1483333
appliances.kitchen.refrigerators,xiaomi,3,0,0,0,,0,74.39,406.13,129.68
appliances.kitchen.toster,aist,3,0,0,0,,0,231.67,231.67,231.67
appliances.kitchen.toster,canyon,3,0,0,0,,0,28.29,28.29,28.29
appliances.kitchen.toster,kef,3,0,0,0,,0,546.2,1237.19,797.6225
appliances.kitchen.toster,mars,3,0,0,0,,0,89.34,179.93,130.5133333
appliances.kitchen.toster,micio,3,0,0,0,,0,106.84,127.08,119.49
appliances.kitchen.toster,redmond,3,0,0,0,,0,28.29,36.01,33.0175
appliances.kitchen.toster,simpleparenting,3,0,0,0,,0,250.71,250.71,250.71
appliances.kitchen.toster,stinger,3,0,0,0,,0,231.41,272.59,237.2928571
appliances.kitchen.washer,renova,3,0,0,0,,0,82.34,97.3,88.324
appliances.personal.hair_cutter,babyliss,3,0,0,0,,0,21.44,51.4,31.311875
appliances.personal.hair_cutter,braun,3,0,0,0,,0,46.31,81.06,63.38
appliances.personal.hair_cutter,defacto,3,0,0,0,,0,15.42,48.88,26.3575
appliances.personal.hair_cutter,oster,3,0,0,0,,0,16.99,189.97,125.842
appliances.personal.hair_cutter,panasonic,3,0,0,0,,0,16.73,110.66,66.38777778
appliances.personal.massager,apacer,3,1,0,0.3333,0,0,52.79,57.66,55.39
appliances.personal.massager,changhong,3,0,0,0,,0,115.06,115.06,115.06
appliances.personal.massager,defacto,3,0,0,0,,0,7.7,20.57,12.84666667
appliances.personal.massager,elikor,3,0,0,0,,0,97.71,222.02,130.8442857
appliances.personal.massager,gorenje,3,0,0,0,,0,90.07,334.6,119.6231707
appliances.personal.massager,hisense,3,0,0,0,,0,772.19,772.19,772.19
appliances.personal.massager,kerasys,3,0,0,0,,0,4.03,4.03,4.03
appliances.personal.massager,keune,3,1,0,0.3333,0,0,6.18,24.32,17.3755
appliances.personal.massager,rebus,3,0,0,0,,0,119.69,154.6,137.145
appliances.personal.massager,vestel,3,0,0,0,,0,180.16,308.86,249.658
appliances.personal.scales,appollo,3,0,0,0,,0,46.33,54.06,49.422
appliances.personal.scales,grozz,3,0,0,0,,0,773.41,773.41,773.41
